iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
118,"(12, 14)","(13, 14)",West,[],"[(27, 8), (33, 4), (1, 15), (12, 10), (16, 10)]","[(27, 8), (33, 4), (1, 15), (12, 10), (16, 10)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",34,N/A,N/A
119,"(16, 10)","(15, 10)",East,"[(17, 10)]","[(27, 8), (33, 4), (1, 15), (12, 10)]","[(17, 10), (27, 8), (33, 4), (1, 15), (12, 10)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",34,N/A,N/A
120,"(12, 10)","(12, 11)",South,"[(11, 10)]","[(17, 10), (27, 8), (33, 4), (1, 15)]","[(11, 10), (17, 10), (27, 8), (33, 4), (1, 15)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (11, 10), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",34,N/A,N/A
121,"(1, 15)","(1, 16)",South,"[(1, 14)]","[(11, 10), (17, 10), (27, 8), (33, 4)]","[(1, 14), (11, 10), (17, 10), (27, 8), (33, 4)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (11, 10), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",34,N/A,N/A
122,"(33, 4)","(32, 4)",East,"[(34, 4)]","[(1, 14), (11, 10), (17, 10), (27, 8)]","[(34, 4), (1, 14), (11, 10), (17, 10), (27, 8)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (11, 10), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",35,N/A,N/A
123,"(27, 8)","(27, 9)",South,"[(27, 7)]","[(34, 4), (1, 14), (11, 10), (17, 10)]","[(27, 7), (34, 4), (1, 14), (11, 10), (17, 10)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (11, 10), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",35,N/A,N/A
124,"(17, 10)","(16, 10)",East,"[(17, 9)]","[(27, 7), (34, 4), (1, 14), (11, 10)]","[(17, 9), (27, 7), (34, 4), (1, 14), (11, 10)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (11, 10), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",35,N/A,N/A
125,"(11, 10)","(12, 10)",West,"[(10, 10)]","[(17, 9), (27, 7), (34, 4), (1, 14)]","[(10, 10), (17, 9), (27, 7), (34, 4), (1, 14)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (11, 10), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",35,N/A,N/A
126,"(1, 14)","(1, 15)",South,"[(1, 13)]","[(10, 10), (17, 9), (27, 7), (34, 4)]","[(1, 13), (10, 10), (17, 9), (27, 7), (34, 4)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (11, 10), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",35,N/A,N/A
127,"(34, 4)","(33, 4)",East,"[(34, 3)]","[(1, 13), (10, 10), (17, 9), (27, 7)]","[(34, 3), (1, 13), (10, 10), (17, 9), (27, 7)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (11, 10), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",36,N/A,N/A
128,"(27, 7)","(27, 8)",South,"[(27, 6)]","[(34, 3), (1, 13), (10, 10), (17, 9)]","[(27, 6), (34, 3), (1, 13), (10, 10), (17, 9)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (11, 10), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",36,N/A,N/A
129,"(17, 9)","(17, 10)",South,"[(17, 8)]","[(27, 6), (34, 3), (1, 13), (10, 10)]","[(17, 8), (27, 6), (34, 3), (1, 13), (10, 10)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (11, 10), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",36,N/A,N/A
130,"(10, 10)","(11, 10)",West,"[(10, 11)]","[(17, 8), (27, 6), (34, 3), (1, 13)]","[(10, 11), (17, 8), (27, 6), (34, 3), (1, 13)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",36,N/A,N/A
131,"(1, 13)","(1, 14)",South,"[(1, 12)]","[(10, 11), (17, 8), (27, 6), (34, 3)]","[(1, 12), (10, 11), (17, 8), (27, 6), (34, 3)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (1, 12), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",36,N/A,N/A
132,"(34, 3)","(34, 4)",South,"[(34, 2)]","[(1, 12), (10, 11), (17, 8), (27, 6)]","[(34, 2), (1, 12), (10, 11), (17, 8), (27, 6)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (1, 12), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",37,N/A,N/A
