iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
182,"(16, 8)","(17, 8)",West,"[(15, 8)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12), (15, 8)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (8, 11), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (16, 8), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (13, 14), (16, 10), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (14, 14), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (12, 14), (14, 11), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (19, 12), (25, 16), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12), (6, 9), (7, 8)}",170,N/A,N/A
183,"(15, 8)","(16, 8)",West,"[(14, 8)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12), (14, 8)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (8, 11), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (16, 8), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (13, 14), (16, 10), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (14, 14), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (12, 14), (14, 11), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (19, 12), (25, 16), (15, 8), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12), (6, 9), (7, 8)}",171,N/A,N/A
184,"(14, 8)","(15, 8)",West,"[(13, 8)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12), (13, 8)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (8, 11), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (16, 8), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (13, 14), (16, 10), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (14, 14), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (12, 14), (14, 11), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (19, 12), (25, 16), (15, 8), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12), (6, 9), (7, 8)}",172,N/A,N/A
185,"(13, 8)","(14, 8)",West,"[(12, 8)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12), (12, 8)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (8, 9), (32, 12), (13, 8), (1, 15), (26, 14), (6, 11), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (8, 11), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (16, 8), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (13, 14), (16, 10), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (14, 14), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (12, 14), (14, 11), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (19, 12), (25, 16), (15, 8), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12), (6, 9), (7, 8)}",173,N/A,N/A
186,"(12, 8)","(13, 8)",West,"[(11, 8)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12), (11, 8)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (8, 9), (32, 12), (13, 8), (1, 15), (26, 14), (6, 11), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (8, 11), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (16, 8), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (13, 14), (16, 10), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (12, 8), (14, 14), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (12, 14), (14, 11), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (19, 12), (25, 16), (15, 8), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12), (6, 9), (7, 8)}",174,N/A,N/A
187,"(11, 8)","(12, 8)",West,"[(11, 7)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12), (11, 7)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (8, 9), (32, 12), (13, 8), (1, 15), (26, 14), (6, 11), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (8, 11), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (16, 8), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (13, 14), (16, 10), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (12, 8), (14, 14), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (12, 14), (14, 11), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (19, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12), (6, 9), (7, 8)}",175,N/A,N/A
188,"(11, 7)","(11, 8)",South,"[(11, 6)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12), (11, 6)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (8, 9), (32, 12), (13, 8), (1, 15), (26, 14), (6, 11), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (8, 11), (19, 11), (11, 7), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (16, 8), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (13, 14), (16, 10), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (12, 8), (14, 14), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (12, 14), (14, 11), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (19, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12), (6, 9), (7, 8)}",176,N/A,N/A
189,"(11, 6)","(11, 7)",South,"[(10, 6)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12), (10, 6)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (8, 9), (32, 12), (13, 8), (1, 15), (26, 14), (6, 11), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (8, 11), (19, 11), (11, 7), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (16, 8), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (13, 14), (16, 10), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (12, 8), (14, 14), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (12, 14), (14, 11), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (11, 6), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (19, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12), (6, 9), (7, 8)}",177,N/A,N/A
190,"(10, 6)","(11, 6)",West,"[(9, 6)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12), (9, 6)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (8, 9), (10, 6), (32, 12), (13, 8), (1, 15), (26, 14), (6, 11), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (8, 11), (19, 11), (11, 7), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (16, 8), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (13, 14), (16, 10), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (12, 8), (14, 14), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (12, 14), (14, 11), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (11, 6), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (19, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (17, 10), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12), (6, 9), (7, 8)}",178,N/A,N/A
191,"(9, 6)","(10, 6)",West,"[(8, 6)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (13, 12), (8, 6)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (8, 9), (10, 6), (32, 12), (13, 8), (1, 15), (26, 14), (6, 11), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (8, 11), (19, 11), (11, 7), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (16, 8), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (13, 14), (16, 10), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (12, 8), (14, 14), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (10, 10), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (12, 14), (14, 11), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (11, 6), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (19, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (17, 10), (9, 6), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12), (6, 9), (7, 8)}",179,N/A,N/A
